,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
153,1.4380228825,-1.28795524814,9.32897857454e+14,1.50477066158e+19,1.50486395137e+19,2.6808172003e+17,4.32417658572e+21,4.32417658572e+21
154,1.9200745,0.940945166666,3.22410475306e+16,4.62567163391e+18,4.65791268144e+18,1.97982284154e+18,2.84048164056e+20,2.84048164056e+20
155,1.40984603187,-1.27779103971,5.00406099305e+15,3.69206257832e+19,3.69256298441e+19,3.99883098187e+18,2.95039054194e+22,2.95039054194e+22
156,1.307461,-1.12946833333,2.00125505829e+11,3.81714482299e+20,3.817144825e+20,9.0631864584e+12,1.72868996014e+22,1.72868996014e+22
157,1.36898366667,-1.179345,11090947575.6,1.42718078803e+20,1.42718078814e+20,7.2033579712e+11,9.26926580057e+21,9.26926580057e+21
158,1.34495333333,-0.874905333333,107444825.523,3.48739271382e+18,3.48739271392e+18,6.42701974976e+11,2.08605130473e+22,2.08605130473e+22
159,1.33240166667,-1.003591,170760881.039,1.29640044165e+20,1.29640044165e+20,6108738187.17,4.63769619574e+21,4.63769619574e+21
160,1.34446666667,-1.09545033333,1984439935.09,1.98182020485e+20,1.98182020487e+20,74557028295.9,7.44586028921e+21,7.44586028921e+21
161,1.31342133333,-1.18300333333,5.31511813122e+11,4.67108079581e+20,4.67108080113e+20,2.63109311487e+13,2.31228134868e+22,2.31228134868e+22
162,1.48350725545,-1.2360203403,1.59061736188e+15,7.09279345085e+18,7.09438406821e+18,8.38132308915e+16,3.73735349184e+20,3.73735349184e+20
163,1.4596144838,-1.29713801334,3.79416445296e+17,5.19775861798e+19,5.23570026251e+19,2.37917339763e+20,3.25931286968e+22,3.25931286968e+22
164,1.38089941031,-0.990881138762,1939576.9862,8.21921457462e+18,8.21921457462e+18,6113953290.35,2.59086874871e+22,2.59086874871e+22
165,1.38163166667,-1.11813833333,137490108.618,2.70925952583e+19,2.70925952585e+19,2.64182322092e+11,5.20574519781e+22,5.20574519781e+22
166,1.58196482457,-1.00642023143,90390783.143,1.59992916305e+18,1.59992916314e+18,3.82183700852e+11,6.76470351703e+21,6.76470351703e+21
167,1.39672441031,-0.908487472096,2398583.60418,1.39428440684e+18,1.39428440684e+18,19475682175.9,1.13211146458e+22,1.13211146458e+22
